,gender,age_range,age,race,charges,prior_arrest,compas_score,score_numeric
9712,Male,25 - 45,26,African-American,Fleeing Or Attmp Eluding A Leo,2,Low,3
9713,Male,25 - 45,42,Caucasian,Battery,0,Low,1
9714,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,8,High,6
9715,Male,25 - 45,43,Caucasian,arrest case no charge,1,Low,1
9716,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,3,Medium,6
9717,Female,Greater than 45,55,Caucasian,Battery,0,Low,1
9718,Male,25 - 45,29,African-American,Possession of Cocaine,0,High,3
9719,Male,25 - 45,44,African-American,Deliver Cocaine,16,Medium,8
9720,Male,25 - 45,38,Caucasian,Possession Of Alprazolam,0,Low,3
9721,Male,25 - 45,33,Caucasian,Battery,0,Low,1
9722,Male,Less than 25,24,Caucasian,arrest case no charge,1,Medium,4
9723,Male,Less than 25,23,African-American,Battery,0,Low,6
9724,Female,Greater than 45,64,African-American,Solicit Deliver Cocaine,0,Low,1
9725,Male,Greater than 45,48,Other,Battery,0,Low,1
9726,Male,25 - 45,36,Caucasian,DUI Level 0.15 Or Minor In Veh,1,Low,1
9727,Male,25 - 45,32,African-American,Driving While License Revoked,11,Medium,4
9728,Male,Greater than 45,59,African-American,DUI Property Damage/Injury,0,Low,1
9729,Female,25 - 45,39,African-American,Grand Theft (Motor Vehicle),0,Medium,2
9730,Male,25 - 45,30,Caucasian,DUI Property Damage/Injury,0,Low,3
9731,Female,Less than 25,22,African-American,Battery,1,Low,4
9732,Male,Less than 25,20,African-American,arrest case no charge,2,Medium,7
9733,Male,Less than 25,21,African-American,Grand Theft in the 3rd Degree,0,Low,7
9734,Male,Less than 25,24,Caucasian,Poss Meth/Diox/Meth/Amp (MDMA),0,Low,5
9735,Male,Greater than 45,49,Hispanic,Petit Theft,2,Low,1
9736,Male,Greater than 45,55,African-American,Possession of Cocaine,10,High,3
9737,Male,Greater than 45,50,Caucasian,Possession Of Methamphetamine,2,Low,1
9738,Male,25 - 45,30,African-American,Battery,3,Medium,7
9739,Male,Greater than 45,51,African-American,Possession of Cocaine,12,High,8
9740,Male,Less than 25,21,African-American,Dealing In Stolen Property,2,High,8
9741,Male,Less than 25,21,African-American,arrest case no charge,1,High,10
9742,Male,Less than 25,24,African-American,Grand Theft (Motor Vehicle),1,Medium,4
9743,Male,25 - 45,31,African-American,Poss Unlaw Issue Driver Licenc,1,High,6
9744,Male,Less than 25,22,African-American,False Ownership Info/Pawn Item,2,Low,5
9745,Male,Less than 25,23,African-American,Trespass On School Grounds,2,Medium,7
9746,Male,Less than 25,23,Hispanic,Possess Cannabis/20 Grams Or Less,0,Medium,8
9747,Male,25 - 45,32,African-American,Burglary Unoccupied Dwelling,4,Low,2
9748,Male,25 - 45,28,African-American,Neglect Child / No Bodily Harm,11,Medium,5
9749,Male,Greater than 45,50,Caucasian,arrest case no charge,16,High,7
9750,Male,Less than 25,24,African-American,Burglary Unoccupied Dwelling,0,Low,4
9751,Male,Greater than 45,46,Hispanic,Felony/Driving Under Influence,1,Low,1
9752,Female,Less than 25,19,African-American,arrest case no charge,1,Low,5
9753,Male,25 - 45,31,Other,Battery,1,Low,1
9754,Male,25 - 45,29,African-American,arrest case no charge,3,Low,3
9755,Male,25 - 45,41,African-American,Grand Theft in the 3rd Degree,6,Medium,2
9756,Male,25 - 45,28,African-American,Battery,4,Low,4
9757,Male,Less than 25,21,African-American,Uttering a Forged Instrument,0,Medium,7
9758,Male,25 - 45,29,Caucasian,Uttering a Forged Instrument,6,Low,2
9759,Male,Greater than 45,49,Caucasian,Offer Agree Secure/Lewd Act,0,Medium,2
9760,Male,Less than 25,21,African-American,,0,High,10
9761,Male,Greater than 45,59,African-American,Burglary Structure Unoccup,39,Medium,1
9762,Male,25 - 45,36,Caucasian,Possession of Cocaine,0,Medium,2
9763,Male,25 - 45,28,Caucasian,arrest case no charge,7,High,10
9764,Male,25 - 45,26,Hispanic,Uttering a Forged Instrument,0,Low,3
9765,Male,25 - 45,36,Other,arrest case no charge,4,Low,3
9766,Male,25 - 45,34,Caucasian,,0,Low,1
9767,Male,25 - 45,42,Caucasian,Battery,0,Low,1
9768,Female,25 - 45,43,Other,arrest case no charge,1,Low,1
9769,Male,Greater than 45,45,Caucasian,,0,Low,1
9770,Male,Less than 25,22,African-American,,0,Medium,6
9771,Male,25 - 45,38,African-American,Battery,4,Low,2
9772,Male,25 - 45,30,Other,Grand Theft in the 3rd Degree,2,Low,1
9773,Male,Less than 25,22,African-American,Burglary Dwelling Occupied,3,Medium,7
9774,Male,Greater than 45,46,Caucasian,Battery,0,Low,2
9775,Male,Greater than 45,54,Caucasian,Battery,0,Low,1
9776,Male,Greater than 45,63,Caucasian,arrest case no charge,1,Low,1
9777,Male,25 - 45,38,African-American,Cruelty Toward Child,0,Low,3
9778,Male,25 - 45,36,African-American,Possession of Cannabis,0,Medium,1
9779,Male,25 - 45,31,African-American,False Imprisonment,11,High,9
9780,Female,25 - 45,27,African-American,Driving License Suspended,10,Medium,5
9781,Male,Less than 25,22,Caucasian,Crimin Mischief Damage $1000+,6,High,7
9782,Male,25 - 45,29,African-American,Operating W/O Valid License,11,High,5
9783,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,6,Low,5
9784,Male,25 - 45,39,African-American,Driving Under The Influence,2,Low,1
9785,Male,Greater than 45,47,Caucasian,Battery,0,Low,1
9786,Male,25 - 45,26,African-American,Grand Theft in the 3rd Degree,7,High,8
9787,Female,Less than 25,21,African-American,Burglary Dwelling Assault/Batt,0,Medium,6
9788,Male,Greater than 45,55,African-American,arrest case no charge,12,High,6
9789,Male,Greater than 45,63,African-American,Viol Injunct Domestic Violence,2,Low,1
9790,Male,25 - 45,27,African-American,Possession of Cocaine,2,Low,2
9791,Male,Greater than 45,55,Caucasian,Battery,27,Medium,1
9792,Male,Greater than 45,60,Caucasian,Felony/Driving Under Influence,3,Low,1
9793,Male,Greater than 45,57,Caucasian,arrest case no charge,21,Low,1
9794,Female,Less than 25,20,Hispanic,Battery,0,Low,5
9795,Male,Less than 25,24,Hispanic,Uttering a Forged Instrument,1,Low,4
9796,Male,Greater than 45,54,Other,Battery,2,Low,1
9797,Male,25 - 45,30,African-American,Possession of Cocaine,2,Low,3
9798,Male,25 - 45,26,African-American,Petit Theft,3,Medium,7
9799,Male,25 - 45,26,Caucasian,Harm Public Servant Or Family,0,Medium,3
9800,Male,25 - 45,37,Caucasian,Battery,1,Low,1
9801,Male,25 - 45,25,African-American,Operating W/O Valid License,4,Medium,8
9802,Male,25 - 45,34,African-American,Grand Theft in the 3rd Degree,0,Low,2
9803,Male,Greater than 45,60,African-American,Possession of Cocaine,7,High,4
9804,Female,Greater than 45,48,Hispanic,arrest case no charge,4,Low,1
9805,Male,25 - 45,25,African-American,Possession Of Methamphetamine,2,Medium,6
9806,Male,Greater than 45,57,Other,Agg Assault W/int Com Fel Dome,0,Low,1
9807,Female,25 - 45,26,Caucasian,Battery,1,Low,2
9808,Male,Greater than 45,46,Caucasian,"Poss 3,4 MDMA (Ecstasy)",2,Medium,2
9809,Male,Less than 25,21,Hispanic,Burglary Conveyance Unoccup,0,Low,5
9810,Male,25 - 45,32,African-American,Uttering a Forged Instrument,8,High,4
9811,Female,25 - 45,25,African-American,Agg Battery Grt/Bod/Harm,5,High,5
9812,Male,25 - 45,30,African-American,arrest case no charge,14,Medium,3
9813,Female,Less than 25,20,Caucasian,Aggrav Battery w/Deadly Weapon,0,Medium,7
9814,Male,25 - 45,35,African-American,Possession of Cocaine,4,High,7
9815,Female,25 - 45,33,African-American,Grand Theft (Motor Vehicle),2,Low,2
9816,Male,Less than 25,18,African-American,arrest case no charge,3,High,10
9817,Male,25 - 45,26,African-American,Grand Theft in the 3rd Degree,2,Medium,6
9818,Male,Greater than 45,49,Caucasian,Grand Theft in the 3rd Degree,10,Medium,4
9819,Male,Greater than 45,53,Caucasian,Felony Driving While Lic Suspd,3,Low,1
9820,Male,25 - 45,29,African-American,Petit Theft,2,Low,2
9821,Male,25 - 45,39,Caucasian,arrest case no charge,3,High,2
9822,Male,25 - 45,28,Caucasian,arrest case no charge,6,Low,3
9823,Male,Greater than 45,53,African-American,arrest case no charge,20,Medium,5
9824,Male,Greater than 45,57,Hispanic,DUI Level 0.15 Or Minor In Veh,1,Low,1
9825,Male,25 - 45,44,Caucasian,arrest case no charge,5,Low,1
9826,Male,25 - 45,29,African-American,arrest case no charge,3,High,5
9827,Male,25 - 45,27,Caucasian,Burglary Dwelling Armed,0,Low,3
9828,Male,Less than 25,22,African-American,Burglary Conveyance Unoccup,2,High,7
9829,Male,25 - 45,39,Caucasian,Fail Register Vehicle,4,Low,1
9830,Male,Greater than 45,48,Caucasian,Possession of Cocaine,0,Low,1
9831,Male,25 - 45,29,Hispanic,Disorderly Conduct,0,Low,2
9832,Male,25 - 45,25,Caucasian,Battery,1,Low,4
9833,Male,Greater than 45,67,Caucasian,Cruelty Toward Child,0,Low,1
9834,Male,25 - 45,29,African-American,Agg Fleeing and Eluding,2,Medium,3
9835,Female,Greater than 45,53,African-American,Grand Theft in the 3rd Degree,3,Low,1
9836,Male,25 - 45,43,Caucasian,,0,Low,1
9837,Male,Less than 25,23,Caucasian,"Poss3,4 Methylenedioxymethcath",1,Medium,5
9838,Male,Greater than 45,49,African-American,Possession of Cocaine,0,Low,1
9839,Female,Greater than 45,56,Caucasian,DWI w/Inj Susp Lic / Habit Off,8,Medium,1
9840,Female,25 - 45,44,Caucasian,Driving Under The Influence,0,Low,1
9841,Male,25 - 45,28,African-American,Deliver Cannabis,3,Low,3
9842,Female,Greater than 45,55,Hispanic,Aggravated Battery / Pregnant,0,Low,1
9843,Male,25 - 45,26,African-American,Resist Officer w/Violence,10,High,8
9844,Male,Greater than 45,51,Caucasian,Grand Theft in the 3rd Degree,2,Low,1
9845,Male,Greater than 45,46,African-American,Battery,0,Low,1
9846,Male,25 - 45,30,Caucasian,Possession of Cocaine,1,Low,2
9847,Female,Greater than 45,48,African-American,Tampering With Physical Evidence,0,Medium,1
9848,Male,Greater than 45,45,Caucasian,arrest case no charge,6,Medium,1
9849,Female,25 - 45,33,Caucasian,,0,Low,1
9850,Male,Less than 25,24,African-American,Battery,1,Low,3
9851,Male,Greater than 45,77,African-American,Driving License Suspended,1,Low,1
9852,Male,Less than 25,21,African-American,Grand Theft in the 3rd Degree,2,High,7
9853,Male,Greater than 45,46,Caucasian,arrest case no charge,11,Medium,2
9854,Male,Greater than 45,54,African-American,Sex Batt Faml/Cust Vict 12-17Y,4,Low,1
9855,Male,Greater than 45,54,Caucasian,Manufacture Cannabis,3,Low,1
9856,Male,25 - 45,26,African-American,arrest case no charge,15,High,6
9857,Male,Less than 25,23,African-American,Burglary Structure Unoccup,8,High,6
9858,Male,25 - 45,27,Hispanic,arrest case no charge,1,Low,2
9859,Male,Less than 25,21,Caucasian,arrest case no charge,2,High,8
9860,Female,25 - 45,38,Caucasian,DUI Property Damage/Injury,0,Low,1
9861,Male,25 - 45,39,Caucasian,arrest case no charge,2,Low,2
9862,Male,25 - 45,35,Hispanic,Driving While License Revoked,13,Medium,3
9863,Male,Less than 25,20,African-American,arrest case no charge,1,High,7
9864,Male,25 - 45,29,African-American,Battery,1,Low,2
9865,Male,25 - 45,30,African-American,Viol Prot Injunc Repeat Viol,9,Low,4
9866,Male,25 - 45,29,African-American,arrest case no charge,2,Medium,6
9867,Male,25 - 45,41,African-American,Poss Cocaine/Intent To Del/Sel,6,Low,4
9868,Male,25 - 45,32,African-American,Battery,1,High,8
9869,Male,Greater than 45,48,African-American,arrest case no charge,12,Medium,3
9870,Male,25 - 45,25,Caucasian,,0,Low,4
9871,Male,25 - 45,39,Caucasian,arrest case no charge,2,Medium,3
9872,Male,Greater than 45,52,African-American,Battery,0,Medium,4
9873,Male,25 - 45,30,Caucasian,Grand Theft in the 3rd Degree,0,Low,2
9874,Male,Greater than 45,47,Caucasian,,0,Low,1
9875,Male,25 - 45,31,African-American,Grand Theft in the 3rd Degree,3,Low,2
9876,Male,25 - 45,30,Caucasian,arrest case no charge,2,Low,2
9877,Male,Less than 25,22,Caucasian,Possession Of Alprazolam,1,Medium,5
9878,Male,25 - 45,44,African-American,Petit Theft $100- $300,3,Medium,4
9879,Male,Greater than 45,56,African-American,Battery,4,Low,1
9880,Female,Greater than 45,46,Caucasian,DUI Level 0.15 Or Minor In Veh,0,Low,1
9881,Female,Greater than 45,52,Caucasian,arrest case no charge,23,Medium,4
9882,Male,25 - 45,27,African-American,,0,Medium,3
9883,Male,25 - 45,29,African-American,Poss Tetrahydrocannabinols,7,Low,5
9884,Female,25 - 45,26,African-American,Battery,0,Low,2
9885,Female,Less than 25,22,African-American,Grand Theft in the 3rd Degree,0,Medium,5
9886,Male,25 - 45,32,Hispanic,Uttering Forged Credit Card,1,Low,2
9887,Male,25 - 45,32,Hispanic,Driving Under The Influence,0,Low,2
9888,Male,25 - 45,39,African-American,Lewd or Lascivious Molestation,8,Low,2
9889,Male,25 - 45,35,African-American,Possession of Cannabis,9,Medium,3
9890,Male,25 - 45,26,African-American,Battery,1,Low,2
9891,Male,25 - 45,27,African-American,Crim Use of Personal ID Info,1,Low,3
9892,Male,25 - 45,27,African-American,arrest case no charge,5,High,5
9893,Male,25 - 45,42,African-American,Possession of Cocaine,24,High,9
9894,Female,25 - 45,34,Caucasian,Possession of Cocaine,10,High,5
9895,Male,25 - 45,29,African-American,arrest case no charge,5,Medium,5
9896,Male,25 - 45,31,African-American,,0,High,8
9897,Male,Greater than 45,53,Caucasian,Battery,0,Low,1
9898,Male,Greater than 45,47,African-American,arrest case no charge,21,High,4
9899,Male,25 - 45,27,African-American,Posses/Disply Susp/Revk/Frd DL,2,Low,2
9900,Male,25 - 45,27,Hispanic,arrest case no charge,6,Medium,6
9901,Male,Less than 25,24,African-American,Tamper With Witness/Victim/CI,0,Low,3
9902,Female,25 - 45,32,African-American,Battery,0,Low,1
9903,Male,25 - 45,28,Hispanic,Possess Cannabis/20 Grams Or Less,8,High,6
9904,Male,25 - 45,25,African-American,arrest case no charge,5,High,9
9905,Male,Less than 25,22,Caucasian,Battery,2,Medium,6
9906,Male,25 - 45,43,Caucasian,Susp Drivers Lic 1st Offense,4,Low,1
9907,Male,Greater than 45,52,African-American,Possession of Cocaine,7,High,3
9908,Male,Less than 25,21,African-American,Tampering With Physical Evidence,2,High,10
9909,Male,25 - 45,28,African-American,Burglary Conveyance Unoccup,11,High,8
9910,Male,Less than 25,21,African-American,Carrying Concealed Firearm,1,High,9
9911,Female,Greater than 45,47,Caucasian,Battery,0,Low,1
9912,Male,25 - 45,26,Hispanic,Grand Theft in the 3rd Degree,0,Medium,4
9913,Male,Greater than 45,50,Caucasian,Battery,0,Low,1
9914,Male,Less than 25,23,Caucasian,Battery,4,Low,4
9915,Male,25 - 45,39,Hispanic,Battery,3,Low,1
9916,Male,Less than 25,20,Caucasian,Possession of Cannabis,0,Low,7
9917,Male,25 - 45,31,African-American,Battery,1,Low,2
9918,Male,25 - 45,34,Caucasian,Battery,1,Medium,5
9919,Male,25 - 45,32,African-American,Possession of Cannabis,0,Low,3
9920,Female,Greater than 45,50,Caucasian,Driving Under The Influence,0,Low,1
9921,Male,25 - 45,27,African-American,Burglary Unoccupied Dwelling,1,Medium,3
9922,Female,25 - 45,26,African-American,arrest case no charge,4,Low,3
9923,Male,25 - 45,27,African-American,Aggravated Assault W/Dead Weap,4,Medium,3
9924,Male,25 - 45,29,Caucasian,Aggravated Assault W/dead Weap,0,Low,3
9925,Male,Less than 25,21,African-American,arrest case no charge,2,Medium,6
9926,Male,25 - 45,30,Caucasian,Reckless Driving,11,High,6
9927,Male,Greater than 45,70,African-American,Aggrav Battery w/Deadly Weapon,0,Low,1
9928,Male,Less than 25,24,Caucasian,Possession of Cocaine,4,Medium,6
9929,Male,Greater than 45,47,Other,Felony Petit Theft,4,Medium,3
9930,Male,Greater than 45,57,Caucasian,arrest case no charge,1,Low,2
9931,Male,Greater than 45,58,African-American,DUI Level 0.15 Or Minor In Veh,0,Low,1
9932,Male,25 - 45,32,African-American,Battery,0,High,6
9933,Male,25 - 45,27,African-American,False Imprisonment,14,High,10
9934,Male,25 - 45,28,African-American,Driving While License Revoked,5,Medium,2
9935,Male,Less than 25,24,African-American,Deliver Cocaine,15,High,9
9936,Male,Greater than 45,47,Caucasian,,0,Low,1
9937,Male,Greater than 45,45,African-American,arrest case no charge,1,Low,1
9938,Female,Greater than 45,53,African-American,,0,Low,1
9939,Male,Greater than 45,50,Caucasian,DUI - Enhanced,0,Low,1
9940,Female,25 - 45,30,African-American,Possession of Cocaine,15,High,7
9941,Male,25 - 45,25,Hispanic,arrest case no charge,1,Low,4
9942,Male,Greater than 45,46,Hispanic,Grand Theft in the 3rd Degree,0,Low,1
9943,Female,25 - 45,43,Caucasian,Grand Theft in the 3rd Degree,0,Low,1
9944,Male,25 - 45,43,Caucasian,Grand Theft in the 3rd Degree,0,Low,1
9945,Male,Less than 25,24,Caucasian,arrest case no charge,0,Low,3
9946,Female,25 - 45,29,African-American,,0,High,3
9947,Male,Less than 25,20,Caucasian,Pos Cannabis W/Intent Sel/Del,2,Medium,7
9948,Male,25 - 45,34,African-American,Aggravated Assault W/dead Weap,10,Medium,5
9949,Male,Greater than 45,56,Hispanic,arrest case no charge,2,Low,1
9950,Male,25 - 45,33,Caucasian,Battery,0,Medium,6
9951,Male,25 - 45,26,Caucasian,Possession Burglary Tools,2,Low,3
9952,Male,25 - 45,31,Caucasian,Possession Of Methamphetamine,0,Low,1
9953,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,1,Low,4
9954,Male,Greater than 45,60,Hispanic,Workers Compensation Fraud,1,Low,1
9955,Male,25 - 45,39,African-American,Kidnapping / Domestic Violence,0,Low,1
9956,Male,Greater than 45,50,African-American,Driving While License Revoked,4,Low,1
9957,Male,Greater than 45,46,Caucasian,,0,Low,2
9958,Male,25 - 45,25,Hispanic,Felony Battery (Dom Strang),0,Medium,7
9959,Female,Less than 25,22,African-American,Battery,0,Medium,5
9960,Female,25 - 45,25,African-American,Battery,0,Low,3
9961,Male,25 - 45,32,African-American,Battery,0,Medium,6
9962,Male,Less than 25,20,Caucasian,Possession of Cocaine,0,Low,5
9963,Female,Less than 25,21,African-American,Crimin Mischief Damage $1000+,2,High,6
9964,Male,25 - 45,28,Caucasian,Resist Officer w/Violence,1,Low,2
9965,Male,Less than 25,20,Caucasian,Possession of Cannabis,1,Low,6
9966,Male,Greater than 45,54,African-American,Battery,12,Medium,2
9967,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,11,High,6
9968,Female,25 - 45,27,African-American,Felony Petit Theft,2,Medium,4
9969,Male,Greater than 45,45,Caucasian,Possession of Methadone,5,Medium,3
9970,Male,25 - 45,34,African-American,arrest case no charge,13,Medium,2
9971,Female,Greater than 45,55,Caucasian,Battery on a Person Over 65,0,Low,1
9972,Male,Less than 25,24,African-American,Battery,0,Low,3
9973,Male,Less than 25,20,African-American,Possession of Cocaine,0,High,9
9974,Female,Less than 25,24,African-American,arrest case no charge,7,High,9
9975,Male,Greater than 45,46,African-American,Possession of Cocaine,10,Medium,2
9976,Male,25 - 45,36,Caucasian,DUI Level 0.15 Or Minor In Veh,1,Low,1
9977,Male,25 - 45,37,African-American,Battery,5,Medium,3
9978,Male,25 - 45,39,African-American,Possession Burglary Tools,0,Low,1
